name,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,postalCode
Smart_Cabrio_71_PS_Softtouch_TOP_Zustand!!!,4700,cabrio,2008,automatik,71,fortwo,125000,benzin,smart,nein,12683
Opel_Omega_2_0l_Caravan_TÜV_12/2017,0,kombi,1999,manuell,115,omega,150000,benzin,opel,nein,30457
BMW_316i_Top_zustand,3800,,2017,manuell,0,3er,150000,benzin,bmw,,71706
BMW_316i_1_Hand_Automatik_Top_Zustand,1699,limousine,1992,automatik,0,3er,150000,,bmw,nein,22457
Mercedes_Benz_CLK_Coupe_230_Kompressor_Sport,1100,coupe,1999,manuell,193,clk,150000,benzin,mercedes_benz,nein,52074
Seat_Ibiza_SE_mit_Klima__elektrische_Fensterheber_...,800,kleinwagen,1998,manuell,60,ibiza,150000,benzin,seat,nein,73116
Ford_Fiesta_gfj,750,kleinwagen,1992,manuell,50,fiesta,150000,,ford,,31848
Volvo_C30_DRIVe_Start_Stop_AHK_1.6D,9250,,2017,manuell,114,c_reihe,90000,diesel,volvo,,48301
Fiat_Ducato_10_C1A_230.237.1_verglast,3500,bus,2002,manuell,84,ducato,150000,diesel,fiat,nein,12351
Volkswagen_Polo_Oldtimer_H_Zulassung_Orginaler_Zustand_86C,3499,kleinwagen,1985,manuell,39,polo,40000,benzin,volkswagen,nein,72379
Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_Sport_&_Style,13800,suv,2008,manuell,140,tiguan,125000,diesel,volkswagen,nein,44329
Mercedes_Benz_500_SE,11500,limousine,1991,automatik,326,andere,150000,benzin,mercedes_benz,nein,95447
Audi_Audi_A3_1.6_Attraction_brillantschw._TÜV_06/2017,5500,limousine,2006,manuell,102,a3,150000,benzin,audi,nein,74613
BMW_530d_Touring_Aut.,9800,kombi,2007,automatik,235,5er,150000,diesel,bmw,nein,79249
Meriva_a_1.7_CDI,1900,bus,2005,manuell,101,meriva,150000,diesel,opel,,1796
Volkswagen_Golf_1.2_TSI_BlueMotion_Technology_Trendline,11750,limousine,2013,manuell,86,golf,50000,benzin,volkswagen,nein,96237
Alfa_147_jtd_16v_multijet_zu_verkaufen,3700,kleinwagen,2007,manuell,150,147,150000,diesel,alfa_romeo,ja,51688
Seat_Leon_1.9_TDI_Top_Sport,6199,limousine,2004,manuell,171,leon,150000,diesel,seat,nein,29358
Guenstiger_Kleinwagen_mit_TÜV_bis_05_/_2017___Auto__Pkw__,300,kleinwagen,1998,manuell,54,,150000,benzin,opel,nein,16909
Audi_80_Cabrio_v6_2.6,1800,cabrio,1997,manuell,150,80,150000,benzin,audi,nein,45886
Volkswagen_T5_Transporter,9449,bus,2005,manuell,178,transporter,150000,diesel,volkswagen,nein,23554
Daihatsu_Sirion,750,kleinwagen,1998,manuell,56,sirion,150000,benzin,daihatsu,,9648
Fiat_Stilo_Multiwagon_1.6_16V__Kombieinheit_defekt_,1800,kombi,2003,manuell,103,stilo,125000,benzin,fiat,nein,14822
Kein_Vorbesitzer,6000,kleinwagen,2011,manuell,60,panda,20000,benzin,fiat,,34519
Peugeot_206_110_Premium,2300,kleinwagen,2003,manuell,109,2_reihe,125000,benzin,peugeot,nein,77652
Mercedes_Benz_C_180_T_Kompressor_Classic,6900,kombi,2006,manuell,143,c_klasse,125000,benzin,mercedes_benz,nein,98554
Volkswagen_Polo_45,750,kleinwagen,1997,manuell,45,polo,100000,benzin,volkswagen,nein,83043
Opel_Corsa_1.3_CDTI_144TKM_Klimaautomatik,3190,kleinwagen,2003,manuell,69,corsa,150000,diesel,opel,nein,63839
TOP_Gepflegter_Mazda_6_Sportkombi_2_0_16V_cd_Exclusive_Tuev_NEU_+.,2900,kombi,2004,manuell,121,6_reihe,150000,diesel,mazda,nein,32825
Verkaufe_Golf_3__1.6_75ps,800,,2016,manuell,75,,150000,benzin,volkswagen,nein,9123
BMW_X1_xDrive25d_Aut._xLine_RueckCam._Navi_Pro_Pano.,30900,limousine,2014,automatik,218,x_reihe,50000,diesel,bmw,nein,56244
Fiat_Grande_Punto_1.4_8V_Dualogic_Dynamic_Alcantara_Klima,4950,kleinwagen,2008,manuell,77,punto,100000,benzin,fiat,nein,25436
Renault_Megane_1_6e_rn_TÜV_bis_09/16,700,,2016,manuell,90,megane,150000,,renault,,4129
Peugeot_RCZ_2.0_HDi_FAP_165,13490,coupe,2010,manuell,163,andere,125000,diesel,peugeot,nein,53115
BMW_320_e91_Kombi_OSTERANGEBOT_Tuev_Neu_03/2018!!!!!!!!!!!!,5800,kombi,2006,manuell,150,3er,150000,benzin,bmw,nein,33689
Opel_Insignia_Kombi_Sports_Tourer_Selection,9950,kombi,2011,manuell,130,insignia,150000,diesel,opel,,25524
Kia_carens_tausch_gegen_7_sitzer,0,andere,2003,,0,andere,150000,andere,kia,,26131
SEAT_AROSA__1.0l___50_PS__Sevo__146000_KM__Ez_2000,999,kleinwagen,2000,manuell,50,arosa,150000,benzin,seat,,31139
Audi_Audi_a3_8p_1.9tdi,3400,limousine,2004,manuell,105,a3,150000,diesel,audi,nein,99867
Opel_Corsa,1400,kleinwagen,1996,automatik,60,corsa,20000,benzin,opel,nein,56288
Golf_4_tdi_!!_anschauen_lohnt_sich_!!,1999,limousine,1999,manuell,0,golf,150000,diesel,volkswagen,,56070
E46_318ti_Compact_silber_Automatik_ca._170000km_tausch_moeglich,3500,,2017,automatik,143,3er,150000,benzin,bmw,nein,57439
Fiat_stillo_1_4l,1299,limousine,2005,manuell,95,stilo,150000,benzin,fiat,,79114
Polo_6n_an_bastler,80,,2016,,45,polo,150000,benzin,volkswagen,nein,37574
Ford_Focus_2.5_ST,9750,limousine,2005,manuell,226,focus,90000,benzin,ford,nein,35236
Volkswagen_Golf_Plus_2.0_TDI_DPF_Trendline,9500,bus,2007,automatik,140,golf,50000,diesel,volkswagen,nein,79271
Audi_A6_1.9_TDI_131_PS_6_Gang_Xenon_NaviPlus_DPF_Top,3290,kombi,2001,manuell,131,a6,150000,diesel,audi,nein,48249
Mercedes_c200_kompressor,3399,limousine,2004,automatik,163,c_klasse,125000,benzin,mercedes_benz,ja,24558
MG_MGB,15000,cabrio,1980,manuell,67,,150000,benzin,sonstige_autos,nein,91781
BMW_e36_318i_Touring_gegen_?,1500,kombi,1999,,0,,150000,benzin,bmw,nein,41199
BMW_X3_3.0sd_Aut.,11900,limousine,2006,automatik,286,x_reihe,150000,diesel,bmw,nein,52076
Skoda_Octavia_Combi_2.0_TDI_DPF_FAMILY,12000,kombi,2012,manuell,140,octavia,125000,diesel,skoda,nein,42553
BMW_SUCHE_5er_BMW_Bitte_genau_Lesen,5000,limousine,2001,manuell,170,5er,150000,benzin,bmw,nein,64397
Audi_a8/s8,0,limousine,2006,automatik,0,,150000,diesel,audi,,56070
Fiat_Cinquecento_s,350,,1997,,0,andere,150000,,fiat,,49767
Mercedes_Benz_B_150,7999,bus,2005,manuell,95,b_klasse,100000,benzin,mercedes_benz,nein,47623
*Renault_Scenic_1.9_dCi_Exception*,3800,,2017,manuell,110,scenic,150000,diesel,renault,nein,89568
Golf_III_Projektaufgabe,800,kleinwagen,1992,manuell,75,golf,150000,benzin,volkswagen,,27793
BMW_525iA__Bj._1990___Sammlerstueck,5299,limousine,1990,automatik,170,5er,100000,,bmw,nein,98617
BMW_316ti_compact_mit_M_Paket2_ab_Werk,3499,limousine,2003,manuell,116,3er,150000,benzin,bmw,ja,55469
Gepflegter_VW_Touran,4100,,2017,automatik,105,touran,150000,,volkswagen,nein,24251
Toyota_Yaris_TÜV_bis_11.2017,1000,kleinwagen,2000,manuell,68,yaris,125000,benzin,toyota,,70184
Opel_Astra_1.6,1299,limousine,2003,automatik,0,astra,150000,benzin,opel,nein,13587
Porsche_914_Cabrio,9000,cabrio,1972,manuell,80,andere,125000,benzin,porsche,nein,59846
Peugeot_106_Crystal,799,kleinwagen,1998,manuell,60,1_reihe,125000,benzin,peugeot,nein,42279
Cabrio_Peugeot_206cc,3999,cabrio,2002,manuell,109,,70000,benzin,peugeot,nein,34225
BMW_X3_3.0d,8200,limousine,2005,manuell,204,x_reihe,150000,diesel,bmw,nein,82294
PKW_in_gutem_Zustand,800,limousine,2000,manuell,60,lanos,150000,benzin,daewoo,nein,87496
Mercedes_Benz_E200,1700,limousine,1982,,0,,150000,benzin,mercedes_benz,,19230
Golf_5_Gti_mit_nur_60.000tkm,11500,,2018,manuell,200,golf,60000,benzin,volkswagen,nein,88316
Ford_ka_Benziner,250,,2016,manuell,0,ka,20000,benzin,ford,nein,51147
Opel_Zafira_1.9_CDTI_Edition,4349,bus,2005,manuell,150,zafira,150000,diesel,opel,nein,53783
Ford_Mondeo_Tuev_2017,800,,2017,manuell,125,mondeo,150000,benzin,ford,,7548
Verk._Renault_Laguna,2500,kombi,2001,manuell,0,laguna,150000,benzin,renault,nein,16766
Rueckbank_fuer_MB_190_E_w201,80,,1990,,0,andere,150000,,mercedes_benz,,68623
Skoda_Skoda_Fabia_1.2_HTP___wie_VW_Polo_Golf_geeignet,3500,kleinwagen,2005,manuell,54,fabia,60000,benzin,skoda,nein,10785
Audi_A6_Quattro_V6_3.2_FSI_Limousine_TÜV_Standheizung,7399,limousine,2004,manuell,256,a6,150000,benzin,audi,,45663
Audi_A6_3.0_TDI_DPF_quattro,21500,limousine,2010,manuell,239,a6,100000,diesel,audi,nein,48231
Renault_twingo_1.2__//kein_clio_106_Polo_206,599,kleinwagen,1997,manuell,54,twingo,150000,benzin,renault,ja,75180
Ford_Focus_1.6_16V_Aut._Ghia,7950,limousine,2010,automatik,101,focus,30000,benzin,ford,nein,34466
Mercedes_Benz_Avantgarde_E_220_CDI_DPF,10500,,2017,automatik,150,e_klasse,125000,,mercedes_benz,nein,41749
Zuverlaessiges_Fahrzeug,450,limousine,1998,manuell,75,megane,150000,benzin,renault,,46047
Ford_C_Max_Diesel_Klima_Scheckheft,9500,,2017,manuell,95,c_max,90000,diesel,ford,,15370
Verkaufe_oder_tausche_VW_Golf_mit_TÜV_04.2017,1100,kleinwagen,1998,automatik,101,,150000,benzin,volkswagen,nein,4600
Opel_Corsa_D_Silber__TÜV_,3500,kleinwagen,2007,manuell,70,corsa,125000,benzin,opel,,14129
Ford_Gt_40_mk_lll,44000,coupe,1986,manuell,250,andere,10000,benzin,ford,,41515
BMW_120d_M_Paket_Gewindefahrwerk_VOLL,25990,limousine,2014,manuell,184,1er,50000,diesel,bmw,,83483
VW_Golf_3_VR6_no_Turbo_GTI_G60_1.8T_Schalensitze,2250,,2016,manuell,174,golf,150000,benzin,volkswagen,,89555
Audi_A3_Sportback_Ambition_2.0TDI,20750,limousine,2014,manuell,150,a3,70000,diesel,audi,nein,26180
Audi_a4_b7_2.0_tdi_140ps,7950,kombi,2005,manuell,140,a4,150000,,audi,,77723
Polo_export_oder_zum_auf_bauen,700,kleinwagen,2000,manuell,0,,150000,,volkswagen,nein,51688
Skoda_Octavia_Combi_1.6,4500,kombi,2005,manuell,102,octavia,150000,benzin,skoda,nein,75175
Renault_Laguna_Grandtour_Dynamique_1.8_16V,2850,kombi,2004,manuell,120,laguna,90000,benzin,renault,nein,61476
Volkswagen_Golf_1.9_TDI_United,6300,limousine,2008,manuell,105,golf,150000,diesel,volkswagen,nein,58099
Renault_Twingo_C06_mit_TÜV__united_colors_of_benetton_,550,kleinwagen,1996,manuell,54,twingo,150000,benzin,renault,nein,29451
Audi_A8_4.2_quattro,5300,limousine,1999,automatik,310,a8,150000,benzin,audi,nein,58730
VW_Golf_4_1.4_158000_KM_TÜV_Neu_Auto_Raten,1549,kleinwagen,1998,manuell,75,golf,150000,benzin,volkswagen,,58452
Audi_80_2.0_E_AUTOMATIK___KLIMA___liebhaberfahrzeug__,1700,limousine,1992,automatik,116,80,100000,benzin,audi,nein,42857
Alfa_Romeo_156_1.8_TUV_2017,1100,limousine,2000,manuell,140,156,150000,benzin,alfa_romeo,,48268
Opet_Tigra_TwinTop_1.8,4300,cabrio,2006,manuell,125,tigra,150000,benzin,opel,nein,73527
Hyundai_Tucson,5500,suv,2008,manuell,140,tucson,100000,benzin,hyundai,nein,63776
Toyota_Avensis_2.4_VVT_i_Executive,4850,limousine,2004,automatik,163,avensis,150000,benzin,toyota,nein,20539
Passat_Variant_2.0TDI_DPF_Highline,2600,kombi,2005,manuell,0,passat,150000,diesel,volkswagen,,55118
Audi_A1_1.4_TFSI_Ambition_Top_gepflegt_und_8_fach_Alufelgen,13299,limousine,2011,manuell,122,a1,60000,benzin,audi,nein,67657
Ford_mondeo_1.8_SCI,4500,limousine,2005,manuell,130,mondeo,5000,,ford,nein,12305
Skoda_Felicia_1.6_Friend,800,kleinwagen,1999,manuell,75,andere,100000,benzin,skoda,nein,53489
Top_gepflegter_Fiat_Stilo_1.6l*_Kombi*_Klimaanlage*_1.Hand*,2290,kombi,2003,manuell,103,stilo,100000,benzin,fiat,nein,48336
Skoda_Fabia______2013,6980,kleinwagen,2013,manuell,60,fabia,20000,benzin,skoda,nein,10367
Hyundai_Atos_86000_Km_TÜV_Au_Neu,1750,,2018,manuell,54,andere,90000,,hyundai,nein,44137
Seat_Alhambra_2.0_TDI_DPF_Vigo,6400,bus,2009,manuell,140,alhambra,150000,diesel,seat,nein,47546
Ford_ka_Bj_97,200,kleinwagen,1997,manuell,0,ka,150000,benzin,ford,nein,27607
Audi_A6_2.4,2900,limousine,1997,automatik,165,a6,150000,benzin,audi,nein,10365
Seat_Ibiza_1.6_Exclusiv_Bastlerfahrzeug,400,kleinwagen,1999,manuell,75,ibiza,150000,benzin,seat,nein,61194
Fiat_stilo,2450,coupe,2005,manuell,105,stilo,150000,benzin,fiat,nein,38518
Ford_Mondeo_Automatik,400,limousine,1999,automatik,131,mondeo,150000,benzin,ford,ja,81245
BMW_530d_touring_Tuev_03/2017,2800,kombi,2000,manuell,184,5er,150000,diesel,bmw,nein,70376
Volkswagen__Golf_Cabriolet_Exclusive,23500,cabrio,2012,manuell,140,golf,40000,diesel,volkswagen,nein,85139
Stilo_1.9_jtd_Dynamic_3T__Wetterauer_chipgetunt__1._HAND!_159_tkm,1850,limousine,2003,manuell,136,stilo,150000,diesel,fiat,nein,95173
Toyota_RAV4_2.0_D_4D,7000,suv,2006,manuell,177,rav,150000,diesel,toyota,nein,51105
Ford_S_Max_2.0_EcoBoost_Aut._Titanium_7_Sitzer_Panor.,17199,bus,2010,automatik,203,s_max,100000,benzin,ford,nein,52379
Peugeot_307SW_135_2.0_16V_Automatik_Leder_Panorama_7Sitz,2750,kombi,2005,automatik,136,3_reihe,150000,benzin,peugeot,nein,30559
Volkswagen_Golf_1.8_Turbo_GTI_vielfaeltige_Ausstattung,5450,limousine,2000,manuell,150,golf,90000,benzin,volkswagen,nein,41469
325_tds_MOTORSCHADEN,0,limousine,1993,automatik,143,3er,150000,diesel,bmw,,87700
Audi_S2_Limousine,35000,limousine,1993,manuell,230,andere,150000,benzin,audi,nein,71665
Mercedes_Benz_A_150_Autotronic_Avantgarde,5400,coupe,2007,automatik,95,a_klasse,150000,benzin,mercedes_benz,nein,77746
BMW_z3__b1_8.__L,2750,cabrio,1998,manuell,116,z_reihe,150000,benzin,bmw,ja,12355
BMW_320_Coupe_M_Paket_Klasse_3_Scheckheftgepflegt,5900,coupe,2004,manuell,150,3er,125000,diesel,bmw,ja,51107
Opel_Corsa_1.2_16V_ecoFLEX_Selection,6099,kleinwagen,2012,manuell,69,corsa,80000,benzin,opel,nein,86424
Opel_Kadett_E_16V_GSi_Champion,2800,limousine,1991,manuell,150,kadett,150000,benzin,opel,ja,15344
Golf_4_VW_Volkswagen,1190,kleinwagen,2000,manuell,75,golf,150000,benzin,volkswagen,nein,27367
Audi_TT_Roadster_1.8_TFSI_NAVI_XENON_SITZHZ,18700,cabrio,2009,manuell,160,tt,70000,benzin,audi,nein,57627
E36_325_i_*Leder*schiebedach*,1900,coupe,1994,manuell,192,,150000,benzin,bmw,nein,24768
Volkswagen_Lupo_1.4_16V_Comfortline__101_PS_,3250,kleinwagen,2005,manuell,101,lupo,150000,benzin,volkswagen,nein,3185
mazda_mx_3_....,500,coupe,1994,manuell,88,mx_reihe,150000,benzin,mazda,,39279
Nissan_Note_1.4_visia,2900,bus,2007,manuell,88,note,125000,benzin,nissan,nein,7545
zuverlaessiger_Kleinwagen___ideal_fuer_die_Stadt,2345,cabrio,2001,automatik,45,fortwo,90000,benzin,smart,,24943
Golf_3_1_6l_zum_reparieren_oder_ausschlachten,150,,2016,manuell,75,golf,70000,benzin,volkswagen,ja,88099
Ford_Fiesta,1111,kleinwagen,2001,manuell,50,fiesta,150000,benzin,ford,nein,93309
Opel_Vectra_mit_TÜV_bis_04_2017,800,limousine,1999,manuell,101,vectra,150000,benzin,opel,nein,74589
Drei_Neue_Originale_Kaefer_Hauptscheinwerfer,0,,1970,,0,kaefer,150000,,volkswagen,,90427
VW_Golf_6_Comfortline,7300,limousine,2009,manuell,80,golf,125000,benzin,volkswagen,nein,58730
Volkswagen_Fox_1.2._Top_Wagen__wenig_Kilometer!!!!,4500,kleinwagen,2007,,54,fox,60000,,volkswagen,,41466
Mercedes_C_180_Kombi_fast_2_Jahre_TÜV,2950,kombi,2001,manuell,129,c_klasse,150000,benzin,mercedes_benz,nein,41812
Suche_3er_bmw,0,,2000,,0,3er,5000,,bmw,,46049
Audi_A3_Cabriolet_2.0_TDI_DPF_Attraction,16950,cabrio,2009,manuell,140,a3,90000,diesel,audi,nein,73230
VW_GOLF6_TDI_2.0_DIESEL_125TKM_GELAUFEN_SCHECKHEFT_KLIMAAUTO_NAVI,8000,,2016,manuell,0,golf,125000,diesel,volkswagen,nein,45883
BMW_520d_Touring___PDC__Navi__Sitzheizung__Xenon__Kurvenlicht...,8950,kombi,2008,manuell,177,5er,150000,diesel,bmw,nein,17235
Suzuki_alto_699€,699,,2016,manuell,60,andere,150000,,suzuki,,13409
GOLF_3_TÜV_2017,1550,kleinwagen,1993,manuell,60,golf,150000,benzin,volkswagen,nein,57234
VW_Passat_Highline,2600,limousine,2004,manuell,0,passat,5000,diesel,volkswagen,,44651
Citroën_C4_Grand_Picasso_2.0_HDi_FAP_EGS6_Tendance,9500,kombi,2008,,136,c4,125000,diesel,citroen,nein,35463
Biete_eine_Opel_Corsa_C,1600,kleinwagen,2003,automatik,75,corsa,125000,benzin,opel,nein,99310
Ford_mit_tuev,870,kombi,2000,manuell,16,focus,150000,,ford,nein,66693
Mitsubishi_Sapporo,4600,coupe,1983,manuell,170,andere,90000,benzin,mitsubishi,nein,53773
Nissan_Terrano_II_2.7_TD!_KLIMA_!!_5_TÜRER_!!_GEPFLEGT,1999,suv,2002,manuell,125,andere,150000,diesel,nissan,ja,24106
Mercedes__Benz_290GD_TURBODIESEL,11250,suv,1999,automatik,120,g_klasse,150000,diesel,mercedes_benz,nein,66987
Volkswagen_T3_Bus_1982_Oldtimer_Super_Zustand_Tuev_Neu,9999,bus,1982,manuell,69,transporter,50000,benzin,volkswagen,nein,49377
650€_VB_Opel_Corsa,650,,2016,,75,corsa,5000,,opel,,27308
Renault_Kangoo_1.2_mit_AHK_zu_verk.,400,kleinwagen,2000,manuell,58,kangoo,150000,benzin,renault,nein,25821
T5_mit_Standheizung,8000,bus,2009,manuell,115,andere,150000,diesel,volkswagen,nein,9599
tausche_e36_316i,0,limousine,1993,,101,3er,100000,benzin,bmw,,16515
Opel_Zafira_A_1.6_L_16V_1Hand,1190,,2016,manuell,101,zafira,150000,benzin,opel,,28239
Opel_Corsa_1.0_12V_Sport,1300,kleinwagen,2004,manuell,60,corsa,150000,benzin,opel,nein,79669
Daihatsu_Sirion_Sport_Klima_ZV_Servo,4000,kleinwagen,2007,manuell,101,sirion,150000,benzin,daihatsu,nein,51147
Volkswagen_Sharan_2.0_TDI_4Motion_BlueMotion__Allrad_+Leder,21600,bus,2012,manuell,140,sharan,70000,diesel,volkswagen,nein,54320
Mini_Cooper_S_Cabrio_Pepper_White,12490,cabrio,2010,automatik,185,cooper,125000,,mini,,55583
Volkswagen_Eos,11490,cabrio,2007,manuell,200,eos,90000,benzin,volkswagen,nein,50226
Audi_A6_2.8l,0,,2017,manuell,193,,150000,,audi,,94060
Volkswagen_Passat_Variant_2.0_GL,1000,kombi,1994,manuell,116,passat,150000,benzin,volkswagen,ja,70378
Fiat_Panda_1.3_4x4_Multijet_Diesel,2099,kleinwagen,2007,manuell,69,panda,90000,diesel,fiat,nein,67346
Volkswagen_Golf_1.4_Ocean,2250,limousine,2003,manuell,75,golf,150000,benzin,volkswagen,nein,19053
C_220_cdi__T_Model_204_K_Kombilimousine,15400,kombi,2010,automatik,170,c_klasse,150000,diesel,mercedes_benz,nein,21337
opel_vectra_b_cc,599,limousine,2000,automatik,85,vectra,150000,benzin,opel,nein,67806
Mercedes_Benz_Gasanlage__Vollausstattung_4Matic_Avantgarde,7300,kombi,2005,automatik,231,c_klasse,150000,lpg,mercedes_benz,nein,34127
Renault_Twingo,1450,kleinwagen,1999,manuell,58,twingo,80000,benzin,renault,nein,71149
Smart_Fourtwo,2190,kleinwagen,2000,automatik,0,fortwo,100000,benzin,smart,,45144
Audi_A3_1.4_TFSI_S_tronic_S_line_Sportpaket__plus_,10900,limousine,2009,automatik,125,a3,100000,benzin,audi,nein,21129
Golf_3_mit_TÜV__guter_Zustand__101_PS__1_6er_,1100,limousine,1996,manuell,101,golf,150000,benzin,volkswagen,nein,1217
Auto__Rad_&_Boot_>_Autos,1300,bus,1996,manuell,0,caddy,150000,diesel,volkswagen,nein,54338
Golf_3_Vr6,5000,,1995,manuell,220,golf,150000,benzin,volkswagen,,21244
Audi_A4_Cabriolet_1.8_T,8600,cabrio,2004,manuell,163,a4,125000,benzin,audi,nein,36093
BMW_130i,14000,limousine,2006,manuell,265,1er,125000,benzin,bmw,nein,27432
Fiat_Stilo_1.6_16V_mit_TÜV,850,limousine,2003,manuell,103,stilo,150000,benzin,fiat,,38729
Ford_Galaxy_1.8_Disel,5900,,2016,manuell,0,galaxy,150000,diesel,ford,nein,48159
zu_verkaufen__MB__E_Klasse__270_cdi,5400,kombi,2003,manuell,177,e_klasse,150000,diesel,mercedes_benz,nein,33605
"Hyundai_Santa_Fe_CRDI_GLS_2.2_4x4_AHK_""_Auch_Tausch__moeglich_""",9950,suv,2008,manuell,155,santa,125000,diesel,hyundai,,26382
Leasinguebernahme!_+_1000€_Bar_!!,301,kleinwagen,2015,manuell,136,1er,30000,benzin,bmw,nein,73728
bmw_e36_328_i_coupe_unikat_schwarz_gasanlage_luftfahrwerk_m3_m,13999,coupe,1995,manuell,193,3er,5000,benzin,bmw,nein,53844
GETZ_1.5_CDRI_mit_Klima_und_4_x_El._FH,1550,kleinwagen,2007,manuell,88,getz,150000,diesel,hyundai,ja,68305
Mercedes_Benz_230_TE,1600,kombi,1991,automatik,132,andere,150000,benzin,mercedes_benz,nein,10318
Alfa_147_Bastlerfahrzeug,600,limousine,2001,manuell,120,147,150000,benzin,alfa_romeo,nein,44388
Audi_A3_3.2_quattro_Sportback__DSG__S_tronic_Ambition,14500,kombi,2006,automatik,250,a3,150000,benzin,audi,nein,51688
Golf_VI_Variant_TSI_1_2_Style/Golf_6_Variant_TSI_1_2_Style,10500,kombi,2011,manuell,105,golf,60000,benzin,volkswagen,nein,18311
Skoda_Fabia_1.4_16V,2999,kleinwagen,2005,manuell,75,fabia,150000,benzin,skoda,nein,25852
Mercedes_Benz_C200_Kompressor_W203_Avantgarde,1700,limousine,2000,manuell,163,c_klasse,150000,benzin,mercedes_benz,nein,97078
Volkswagen_Phaeton_3.0_V6_TDI_DPF_4MOTION_langer_Radstand_A,25900,limousine,2010,automatik,239,phaeton,125000,diesel,volkswagen,nein,66663
Opel_Astra_H_1.6___90_PS__EZ_09.2004,2950,limousine,2004,manuell,90,astra,100000,benzin,opel,nein,45968
Opel_Zafira_2.0_DTI,1290,bus,2001,manuell,101,zafira,150000,diesel,opel,nein,72116
Mercedes_Benz_E_55_AMG_Automatik,13900,limousine,2006,automatik,476,e_klasse,150000,benzin,mercedes_benz,nein,52078
Lexus_LS_400,6750,limousine,1994,automatik,264,,125000,benzin,sonstige_autos,nein,37688
Seat_Ibiza_6_k,750,kleinwagen,1998,manuell,60,ibiza,150000,benzin,seat,nein,90766
Passat__Kombi_1.8,400,kombi,1998,,0,passat,150000,benzin,volkswagen,,66538
Volkswagen_Caravelle_C_TD_T4_70C2H2,1599,bus,1995,manuell,68,transporter,150000,diesel,volkswagen,nein,88131
Peugeot_206cc_CTI._TÜV_11/2016,3950,cabrio,2005,manuell,109,2_reihe,150000,diesel,peugeot,nein,52353
Renault_twingo,750,kleinwagen,2000,manuell,0,twingo,150000,benzin,renault,,42283
Wer_am_Wochenende_holt_550€,570,,2016,manuell,75,golf,150000,benzin,volkswagen,nein,96247
Audi_A5_>>Hammer_Ausstattung<<_Bj_2008_TOP,17444,coupe,2008,manuell,265,a5,125000,benzin,audi,nein,91074
"Renault_Clio_1_2_TÜV_NEU!!!_•ULTRA_SPARSAM•""Guenstig_im_Unterhalt""",1480,,2018,manuell,54,clio,150000,benzin,renault,,33602
Volkswagen_Transporter_T4_Gruene_Plakette_DPF_TÜV_Neu,6300,bus,2002,manuell,88,transporter,125000,diesel,volkswagen,nein,44623
Audi_A4_2.0_TFSI_quattro_S_tronic_S_line_Sportpak...,20899,limousine,2011,automatik,211,a4,100000,benzin,audi,nein,16548
Galant_2.4_GDI_Kombi,400,kombi,1999,manuell,152,galant,150000,benzin,mitsubishi,nein,72820
Motor_ohne_Beschaedigung_Vectra_a__aus_92,680,,2017,automatik,90,,80000,,opel,ja,65428
Kia_Rio_1.3_RS,1400,kombi,2005,manuell,82,rio,100000,benzin,kia,nein,40593
Audi_A6_tip_top,3000,limousine,2002,automatik,180,a6,150000,,audi,nein,86199
BWM_E36_320_Coupe,900,coupe,1993,automatik,150,3er,150000,benzin,bmw,nein,99867
Mercedes_Benz_E_280,9990,limousine,1993,automatik,193,e_klasse,80000,benzin,mercedes_benz,nein,75223
Volkswagen_Polo_1.2_KLIMA_Scheckheft_gepflegt_gute_Zustand._Verka,2750,kleinwagen,2003,manuell,47,polo,150000,,volkswagen,nein,85716
Opel_Astra_GTC_1.4_Sport,5600,limousine,2005,,110,astra,100000,benzin,opel,nein,65201
Peugeot_306_XR,999,limousine,1996,manuell,75,3_reihe,150000,benzin,peugeot,nein,97877
Volkswagen_Lupo_1.0___TÜV_._ALUFELGEN.__GEPFLEGT,1300,kleinwagen,1999,manuell,50,lupo,150000,benzin,volkswagen,nein,46446
Chevrolet_Matiz,1800,kleinwagen,2006,manuell,0,matiz,90000,,chevrolet,nein,47228
Audi_100_2.6_E,1550,limousine,1994,manuell,150,100,150000,benzin,audi,nein,71522
VW_Crafter_50_L_TDI_DPF_Grossr.Kasten,12999,,2016,manuell,140,,150000,,volkswagen,,8301
Opel_Corsa_City,700,kleinwagen,1998,manuell,60,corsa,150000,benzin,opel,nein,7545
Ford_S_Max_2.2_TDCi_DPF_Titanium,12500,bus,2009,manuell,175,s_max,150000,diesel,ford,nein,88662
Top_gepflegter_Panda,3500,kleinwagen,2010,manuell,60,panda,60000,benzin,fiat,nein,29223
Mercedes_Benz_W_124_;_230_E;_TÜV_2/2017,890,limousine,1989,manuell,132,e_klasse,150000,benzin,mercedes_benz,,41836
Mercedes_Benz_CLK_200_Tuev_02/2017_Coupe_Xenon_AHK,1800,coupe,2000,manuell,0,clk,150000,benzin,mercedes_benz,nein,45661
Ford_Focus_1_8,700,kombi,2000,manuell,115,focus,150000,benzin,ford,ja,89079
Renault_Laguna_2.0_super_Zustand,3000,limousine,2003,manuell,140,laguna,150000,benzin,renault,nein,47166
Renault_TWINGO_Beach_Sondermodel,1790,,2018,manuell,58,twingo,125000,benzin,renault,,61350
